Wall time,Step,Value
1524772910.296358,65,2.1330742835998535
1524773003.4661372,66,2.047420024871826
1524773096.2742195,67,2.431800127029419
1524773189.2018259,68,2.271371364593506
1524773281.7107666,69,2.143791675567627
1524773369.4160337,70,2.0943868160247803
1524773461.765781,71,2.148820400238037
1524773555.9896426,72,2.2566356658935547
1524773646.0951397,73,2.081366539001465
1524773747.8093379,74,2.0188071727752686
1524773842.3637357,75,1.988017201423645
1524773945.1256351,76,1.874293327331543
1524774049.798483,77,2.275073528289795
1524774147.0572557,78,2.261209487915039
1524774256.5153153,79,2.0785229206085205
1524774352.631607,80,1.906343698501587
1524774449.7781508,81,1.8510172367095947
1524774545.670735,82,1.8276352882385254
1524774637.542937,83,1.7312827110290527
1524774723.043973,84,1.6971527338027954
1524774811.6693091,85,1.6895424127578735
1524774905.3142943,86,1.6516997814178467
1524774986.9063547,87,1.6546140909194946
1524775091.665876,88,1.5933679342269897
1524775177.4682982,89,1.6264655590057373
1524775279.2455082,90,1.64268958568573
1524775372.231069,91,1.5388342142105103
1524775459.9669735,92,1.5658406019210815
1524775543.4040391,93,1.6629668474197388
1524775639.9026582,94,1.5789577960968018
1524775720.9390347,95,1.552750587463379
1524775813.5429785,96,1.715941309928894
1524775899.9682155,97,1.5505475997924805
1524775985.447145,98,1.5113343000411987
1524776071.3335307,99,1.4239003658294678
1524776156.0425823,100,1.387457013130188
1524776240.9256442,101,1.3242684602737427
1524776331.3408916,102,1.3013039827346802
1524776421.7908084,103,1.2475790977478027
1524776501.0034142,104,1.656064510345459
1524776587.147223,105,1.6750684976577759
1524776681.5929801,106,1.6442633867263794
1524776768.4088807,107,1.393656849861145
1524776855.2931561,108,1.2990334033966064
1524776942.010106,109,1.426956057548523
1524777028.581991,110,1.3951225280761719
1524777114.861663,111,1.8104908466339111
1524777203.4247704,112,1.7021198272705078
1524777290.4512737,113,1.5537819862365723
1524777381.4116879,114,1.3882977962493896
1524777471.2438319,115,1.2932262420654297
1524777562.5009403,116,1.4246889352798462
1524777651.55176,117,1.6498963832855225
1524777743.263867,118,1.464486002922058
1524777821.662445,119,1.4175939559936523
1524777920.084135,120,1.4406297206878662
1524778009.7651954,121,1.289742350578308
1524778088.588371,122,1.1972981691360474
1524778180.501714,123,1.1640429496765137
1524778266.1471937,124,1.130173683166504
1524778352.6213896,125,1.1643030643463135
1524778444.4922428,126,1.232213020324707
1524778534.6739902,127,1.2588434219360352
1524778625.671931,128,1.3702670335769653
1524778719.250376,129,1.2177245616912842
1524778812.0739458,130,1.1277168989181519
1524778903.4113178,131,1.2660564184188843
1524778995.1631162,132,1.2012792825698853
1524779087.027602,133,1.1672616004943848
1524779180.5277178,134,1.0905344486236572
1524779261.9131782,135,1.0600481033325195
1524779357.9854183,136,1.0384109020233154
1524779446.8739376,137,1.1340306997299194
1524779526.2968,138,1.0515860319137573
1524779621.1197996,139,0.9818832278251648
1524779713.9852831,140,0.9743161201477051
1524779798.6754835,141,0.935473620891571
1524779884.5712512,142,0.9286136031150818
1524779985.1375887,143,0.9393543601036072
1524780082.322056,144,0.957311749458313
1524780170.0472505,145,1.0345605611801147
1524780266.501866,146,1.0859386920928955
1524780371.2433176,147,1.0866397619247437
1524780467.5695934,148,1.0187692642211914
1524780566.263554,149,0.960510790348053
1524780663.5449946,150,0.9309380054473877
1524780760.0691388,151,1.059558391571045
1524780856.1998456,152,1.4575003385543823
1524780951.79244,153,1.1805764436721802
1524781046.8336473,154,1.022657036781311
1524781141.7771764,155,0.9465042352676392
1524781235.5371597,156,1.3532605171203613
1524781330.231234,157,1.1323825120925903
1524781425.249343,158,1.0464298725128174
1524781520.359106,159,1.8032604455947876
1524781618.4086957,160,2.4415230751037598
1524781709.1909993,161,2.005979537963867
1524781811.300187,162,1.6563034057617188
1524781897.0809848,163,1.4532452821731567
1524781989.1989393,164,1.6340008974075317
1524782088.4621983,165,1.3546591997146606
1524782184.3809285,166,1.4150323867797852
1524782272.4708743,167,1.3400026559829712
1524782358.0316286,168,1.1576564311981201
1524782449.6160538,169,1.0986610651016235
1524782541.0480602,170,1.0015411376953125
1524782632.1003585,171,1.0321351289749146
1524782724.525456,172,0.9870532155036926
1524782816.9716542,173,1.3558989763259888
1524782917.057023,174,1.1602421998977661
1524783001.694819,175,1.0579015016555786
1524783089.3283622,176,0.9713209271430969
1524783181.3170345,177,0.9682793021202087
1524783268.4062328,178,0.9544599056243896
1524783353.567923,179,0.9002523422241211
1524783444.282836,180,0.8898072838783264
1524783533.8037865,181,0.9274381995201111
1524783621.8853898,182,0.9209581613540649
1524783715.1971135,183,0.8827521204948425
1524783808.5936558,184,0.9011162519454956
1524783900.4361641,185,0.8986940383911133
1524783998.8265898,186,0.9424293637275696
1524784084.5392127,187,0.9312723875045776
1524784176.384463,188,0.9149132966995239
1524784274.6687334,189,0.982505202293396
1524784360.4413693,190,0.9154670238494873
1524784458.5401914,191,0.8965024352073669
1524784547.0820112,192,0.8847852945327759
1524784632.426315,193,0.8941367864608765
1524784727.6367724,194,1.0270441770553589
1524784818.6920204,195,0.9110227823257446
1524784906.8580115,196,0.8798114657402039
1524785000.35758,197,0.8563754558563232
1524785091.6875246,198,0.8606588840484619
1524785191.8693178,199,0.8627781271934509
1524785276.0252655,200,0.9013300538063049
1524785375.1717517,201,0.8904614448547363
1524785465.3182302,202,0.8484655618667603
1524785546.0881283,203,0.8459997177124023
1524785640.4802847,204,0.8538963794708252
1524785730.8404298,205,0.8685190081596375
1524785819.474145,206,0.8355308771133423
1524785904.4095304,207,0.8423907160758972
1524786002.9939625,208,0.8446947336196899
1524786092.8430057,209,0.8276064991950989
1524786181.4159696,210,0.8215223550796509
1524786273.4767084,211,0.8196662068367004
1524786362.9309037,212,0.8221424221992493
1524786465.7619674,213,0.81944340467453
1524786553.1446457,214,0.8768796324729919
1524786634.1839612,215,0.9135642051696777
1524786730.389078,216,0.9661182165145874
1524786813.8059397,217,1.0021220445632935
1524786905.1801775,218,0.9586847424507141
1524786997.859059,219,0.9056657552719116
1524787084.6874971,220,0.8776882886886597
1524787172.9756389,221,0.8639809489250183
1524787261.0635116,222,0.8395881652832031
1524787354.411929,223,0.8390246033668518
1524787445.9929132,224,0.8299254775047302
1524787532.1644583,225,0.8361233472824097
1524787623.9605591,226,0.8915247917175293
1524787721.7366192,227,0.8597180247306824
1524787811.917289,228,0.8185809254646301
1524787894.9625654,229,0.820530116558075
1524787991.760264,230,0.8383294939994812
1524788074.2597258,231,0.8268172144889832
1524788170.6061392,232,0.8496540188789368
1524788258.2610958,233,0.8071697354316711
1524788350.0052464,234,0.8013886213302612
1524788437.2272177,235,0.800260066986084
1524788533.7453606,236,0.797139585018158
1524788622.823231,237,0.7923775315284729
1524788708.493646,238,0.7846289277076721
1524788799.8328273,239,0.784515380859375
1524788894.9502518,240,0.7853092551231384
1524788978.6671972,241,0.779899001121521
1524789067.7457871,242,0.7828091382980347
1524789162.5938275,243,0.7790420651435852
1524789244.2778838,244,0.7783230543136597
1524789334.6063118,245,0.7762858271598816
1524789425.869618,246,0.7750823497772217
1524789520.8835444,247,0.7870737314224243
1524789614.502952,248,0.8520303964614868
1524789697.2959037,249,0.9650738835334778
