Wall time,Step,Value
1524767102.6150877,0,3.1166913509368896
1524767196.2414057,1,2.987881898880005
1524767283.9854639,2,2.9327762126922607
1524767376.438443,3,2.95462703704834
1524767461.6477559,4,2.9620683193206787
1524767548.5089877,5,2.920008659362793
1524767626.4689689,6,2.9422900676727295
1524767710.3395472,7,2.9443981647491455
1524767800.6301153,8,2.923300266265869
1524767884.9631412,9,2.929593324661255
1524767968.9671881,10,2.9131433963775635
1524768053.0830755,11,2.9245681762695312
1524768137.8298197,12,2.9150149822235107
1524768220.8483815,13,2.9064438343048096
1524768305.393051,14,2.912536859512329
1524768389.119369,15,2.90574049949646
1524768473.1392481,16,2.882636070251465
1524768557.5191371,17,2.915327787399292
1524768654.6440446,18,2.8795151710510254
1524768745.3464584,19,2.9040133953094482
1524768827.7161772,20,2.8862125873565674
1524768926.403087,21,2.8788414001464844
1524769006.5219586,22,2.8580760955810547
1524769098.5903327,23,2.8721721172332764
1524769183.4892128,24,2.8994288444519043
1524769269.7659159,25,2.851917028427124
1524769348.5636852,26,2.833523988723755
1524769444.4202993,27,2.8457279205322266
1524769538.2762597,28,2.8218674659729004
1524769629.0230927,29,2.787458896636963
1524769722.0535367,30,2.7638611793518066
1524769817.633802,31,2.759019136428833
1524769907.511562,32,2.746122121810913
1524769998.5727222,33,2.7795703411102295
1524770089.3098767,34,2.7731773853302
1524770183.2912474,35,2.705629825592041
1524770283.8314548,36,2.6812875270843506
1524770378.6884632,37,2.6992080211639404
1524770471.4363198,38,2.740330457687378
1524770564.1305377,39,2.794379711151123
1524770645.5837243,40,2.7238237857818604
1524770738.444113,41,2.6974844932556152
1524770824.497974,42,2.6453330516815186
1524770914.8753095,43,2.6103615760803223
1524771011.850869,44,2.6053452491760254
1524771092.9284403,45,2.57106876373291
1524771182.6136646,46,2.4655535221099854
1524771273.0327997,47,2.5114307403564453
1524771367.674809,48,2.537311315536499
1524771451.8948483,49,2.4337501525878906
1524771544.0209672,50,2.5306129455566406
1524771641.3239856,51,2.701786994934082
1524771733.7587638,52,2.620182514190674
1524771816.9429555,53,2.5225367546081543
1524771914.3470917,54,2.440519332885742
1524772003.4384055,55,2.842947006225586
1524772093.891632,56,2.5897793769836426
1524772190.4750738,57,2.50054669380188
1524772275.4762099,58,2.4708454608917236
1524772362.3078794,59,2.3447213172912598
1524772448.9433265,60,2.2810349464416504
1524772538.796042,61,2.3111953735351562
1524772627.9636896,62,2.300323724746704
1524772724.7447102,63,2.206998586654663
1524772818.3907936,64,2.1168055534362793
